,level_0,address,attributes,business_id,categories,city,cool,date,funny,hours,index,is_open,label,latitude,longitude,name,neighborhood,postal_code,review_count,review_id,stars,state,text,useful,user_id
253,253,"21001 N Tatum Blvd, Ste 1630","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",fpq8H7tPv8gK3me02NASfg,"Breakfast & Brunch, Sandwiches, Restaurants, Food, Bakeries",Phoenix,0,2014-08-25,0,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '9:0-20:0'}",253.0,0,0,33.6763391812,-111.971772251,Paradise Bakery,,85050,76,ZSGuHTWV7dD-1pC9HcOk5Q,2.5,AZ,Slowest service ever. Three people at the cash register and only one person making the actual orders.,0,R78sBQUQEyJx3mPef3xWpQ
255,255,"18589 N 59th Ave, Ste 111","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",t5nyOtnEv455rShOS_g3RA,"Food, American (New), Fish & Chips, Restaurants, Salad, Seafood",Glendale,0,2016-06-18,0,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",255.0,1,0,33.6535664937,-112.18482506,Oscar's Pier 83,,85308,429,zH6_pHCCIkxCvrG2m35U2g,4.5,AZ,"Soooooo good.

They need to open one at Bell Rd. & Loop 303.  Check it out.",1,fSt-bIa8Mv8PqCShRRl38A
263,263,7107 E Mcdowell Rd,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': 'yes_free', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'Corkage': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'Open24Hours': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",6tLL1P8k9drb7MJEVwmRhg,"Breweries, Pizza, Sandwiches, Restaurants, Wraps, Food",Scottsdale,0,2009-11-10,0,"{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-0:0'}",263.0,0,0,33.4655863,-111.9279622,Papago Brewing,,85257,447,FBmmASwGDgCM2S55ayLR1A,4.0,AZ,"I recently had another birthday and happily started my evening at Papago.  The best thing about this place is that you can trust they will always have something new and really really fantastic on tap to try out.  You would think that would be a given, with 30 taps available.  But I just get this good feeling that they put a lot of heart, and hours of tasting (rough) into surprising and pleasing their patrons with the choices.
I've enjoyed every visit I've made to Papago, but those guys made it very special for my special day.
I haven't had the opportunity to try the food yet. Next time, I promise!",1,13pXNVZXCLJMdTa9BcofDA
266,266,"7373 E Scottsdale Mall, Ste 6","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': 'no', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'Open24Hours': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsCounterService': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",7pGWy3mR7gjMSE6x2njqPA,"Restaurants, American (Traditional), Breakfast & Brunch",Scottsdale,1,2013-12-08,1,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",266.0,0,0,33.492272,-111.923057,Orange Table,,85251,448,1QDXh8O8G7sbqKUAiNwNxg,4.0,AZ,Went on a weekend morning more than a year ago. It says something that I still remember the details of my visit. They were just unorganized. Possibly overwhelmed. Lady who I think was the owner was just barking orders. Maybe we should have waited for a table outside for a more peaceful dining experience...,1,CoCkuPtRB3cYZaHlAI-Vbg
274,274,14344 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BYOB': 'True', 'BYOBCorkage': 'no', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",eDlgbI0Qg_mmI-Osvci0gw,"Nightlife, Cocktail Bars, Restaurants, Teppanyaki, Sushi Bars, Japanese, Steakhouses, Bars",Scottsdale,0,2013-12-03,0,"{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '15:0-23:30', 'Sunday': '15:0-21:30'}",274.0,1,0,33.6164647,-111.9263989,Sapporo,,85254,593,E42SDNB-HffM5iL0J0spPQ,3.5,AZ,"Sadly this place has gone downhill since it changed ownership. The original owners did an amazing job. Now just another corporate owned restaurant, where quality gets lost... So sad. Used to be amazing...",0,CoCkuPtRB3cYZaHlAI-Vbg
277,277,4422 N 75th St,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",_n3w5BK4-k7iXCWifCjUZg,"Bars, American (Traditional), Nightlife, Restaurants, Lounges",Scottsdale,0,2013-12-08,0,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '10:30-2:0'}",277.0,0,0,33.5008947,-111.9203705,The Lodge,,85251,214,4ZD4oyvKX8ThpycJhLA0wA,3.5,AZ,"This place knows its identity and does it right. Just a comfortable Gem in the mess of pretentious Scottsdale clubs. I haven't been in a bit, but I hope the bartender Kiki is still there. So friendly and attentive. Such an intoxicating smile. ;)",0,CoCkuPtRB3cYZaHlAI-Vbg
314,314,3133 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",u73j2VQ3TGWdMO-AG7MABw,"Restaurants, Waffles, Breakfast & Brunch, Southern, Soul Food",Scottsdale,0,2017-07-06,0,"{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-18:0'}",35.0,1,0,33.484339925,-111.92569082,Lo-Lo's Chicken & Waffles,,85251,713,7EgEjUpcb8q-B5dPCMvkaQ,3.5,AZ,"Food was alright, the service was HORRIBLE! Both of our orders came out incorrect after waiting extremely long because they don't write anything down when they take the orders. I asked for greens at the end she confirmed did you say grits? I said no greens please.. still ended up with grits. Boyfriends whole order came out wrong and when they brought him back the right order pretty sure they brought out my grits they took back 5 min before from my wrong order and gave them to him. Waitress came back and just set the plate down and walked off. No sorry about that, does it look right now, do you need anything else.. just straight nothing. Never came by our whole meal to check on us.",1,5ngpW5tf3ep680eG1HxHzA
317,317,8350 W Paradise Ln,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",yz66FIUPDKGhILDWzRLeKg,"Sandwiches, Nightlife, Cocktail Bars, Pubs, Restaurants, New Mexican Cuisine, Burgers, Bars",Peoria,0,2017-11-18,0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",38.0,1,0,33.6354989,-112.2348482,Slick's Garage,,85382,254,85DRIjwPJOTb4q0qOlBstw,4.0,AZ,I wish i could tell you all about the food but there was problem. My friend and went there for dinner we were seated quickly unfortunately it was in middle of the empty dinning room so we asked to be moved to the side which we were. Upon sitting down we were told we could only have one of the very small table tops there were two together so the hostess told us the manager said we couldn't use two table tops in the empty restaurant. So we got up and left. With the manager chasing us blaming the hostess for the the ridiculous action. Needles to say we will never return.,1,Fc_nb6N6Sdurqb-rwsY1Bw
321,321,4538 N 19th Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': 'no', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'Corkage': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",Jj8ubiwwuCR-rrhrrjcryw,"Vietnamese, Restaurants",Phoenix,0,2016-08-14,0,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",42.0,1,0,33.5037755,-112.1005014,Da Vang Restaurant,,85015,597,3zNW-BK3YlJnGBdCxpE46g,4.0,AZ,"Been here 3x and no beef #45, will stop coming; what's the point if it's always out. Take it off the menu since it's never available. Portions getting smaller, prices going up. And the table that came after us got to order first.",0,0pf5VuzE4_1pwj5NJHG5TQ
323,323,12413 N Tatum,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",F9cXFXk60E2sz_YTSCFp_Q,"Fast Food, Burgers, Restaurants",Phoenix,0,2016-06-18,0,"{'Monday': '10:30-1:0', 'Tuesday': '10:30-1:0', 'Wednesday': '10:30-1:0', 'Thursday': '10:30-1:0', 'Friday': '10:30-1:30', 'Saturday': '10:30-1:30', 'Sunday': '10:30-1:0'}",44.0,1,0,33.5989519113,-111.979671413,In-N-Out Burger,,85032,149,tVUDpVAL1eb9BxUwRgJzyA,4.0,AZ,"Drive thru: I guess it's opposite day at the drive thru.  Apparently a 'no, thank you' to 'do you want some ketchup' means 17 (I counted) ackets of ketchup for 1 order of fries. Less a star because I'm not a fan of people being wasteful. I know it's just a little thing, but it irks me.",0,0pf5VuzE4_1pwj5NJHG5TQ
326,326,4707 E Shea Blvd,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",nUaLFTfUqVKMFQonsWBnag,"Restaurants, Food, Bakeries, Grocery, Delis, Beer, Wine & Spirits",Phoenix,0,2016-06-11,0,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-18:0'}",47.0,1,0,33.580882,-111.978891,Fry's,,85028,147,RVO0dQJvBv33qNU1HBtBbw,4.0,AZ,"4 because there's this one cashier who, each time rang our purchases up (different weeks) always looked like a mix of anger and unhappiness for customers im general.

Store is clean, but I gotta say...having clothes for sale...somehow... I no longer wanna call it 'fancy frys' it now seems more like...'wannabe walmart.' 

Almost down to a 3 thanks to that, BUT the pharmacy staff....AweSOME! Super courteous and helpful, really great empathy toward each customer. Not an easy task but they are shining stars in my book.",1,0pf5VuzE4_1pwj5NJHG5TQ
337,337,10652 N 32nd St,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",SvlTuwslYKdqvqWtDe2dgA,"Burgers, Salad, Restaurants, Event Planning & Services, Caterers",Phoenix,1,2017-01-22,1,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",58.0,1,0,33.5839175,-112.0141794,Aioli Gourmet Burgers,,85028,181,a6j2K8RuxCsg_fZ3El9PXA,4.0,AZ,"Food taste: 2 
Time to receive food: 3
Customer Service: - 5 (yes, that's a negative)
Cleanliness: 3
Accuracy of order: 0

Liked that the screen is easier to read. Nice printed menus too. Purchased a Groupon  (4 burgers 4 sides) gave our orders (one burger and side to go) and was charged $26 and change. I'll take credit for signing and paying albeit confused, my mistake. Apparently lady assumed I only purchased a Groupon for (2 burgers and 2 sides). I pointed that out, she (lady 1) needed help and the lady (lady 2) who helped only asked the cash registrar for an explanation, not me. No sorry no nothing. Immediate refund of $21 no questions asked. I asked why it was only $21 not $26 and change, a brief and now obviously fake glance at the screen and I was told registrar was right not me. Lady 2 walks to the back and cancels 2 burgers and 2 sides. I patiently wait cause I understood the kitchen was busy and there was a line. I explained we needed 4 burgers and 4 fries again, no apologies for their own confusion and mistakes. Lady 2 just says the whole order needs to be cancelled and redone, again no apologies, didn't even offer to help further, just stayed in the kitchen. Lady 1 put in an order for the other 2 burgers and 2 fries (one to go) offered me 2 free drinks which I declined.

Guess what came to our table. Yep, 2 burgers and 2 fries (you know, the one pair that was to go). Explained to the server that we ordered 4, again no apologies, checks with the lady 1 at the register and shortly brings our order to us. Fries tasted like fries anywhere else, crispy, plain. Nothing special like before. Burgers were bland, both my husband and son said burgers were 'ok, not really tasty like last time.'

As we're eating, I notice lady 2 walking and chatting to other patrons. She stop by our table to make amends? Why of course not. She looked at us though, and walked away.

Last week I told my sisters to eat here. Just sent a message on group chat telling them not to waste their time. Few weeks ago told my coworkers to stop by here when they're in the neighborhood, I'll tell them about this visit on Monday.

My advice to management: Tell staff to read, slow down, listen and understand how important customer service is.

Advice to Yelpers: Smash Burger or In N Out. Taste hasn't changed, service much better. If in Vegas, Wahlburgers.",1,0pf5VuzE4_1pwj5NJHG5TQ
351,351,16403 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOBCorkage': 'no', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'Open24Hours': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",8jHLEXfoy3Q9TdvJYvtWvg,"Restaurants, Nightlife, Japanese, Sushi Bars",Scottsdale,0,2014-08-05,0,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-21:30'}",72.0,1,0,33.6348497,-111.9247493,Benihana,,85254,296,kcHtpyK7v0BIoXZKUZ5sWw,3.0,AZ,I had a 7:30 reservation on a Monday night.  I did not get seated until 8:15.  At 9:00 no chef had come to cook for us. I had already complained to the manager once and he did nothing. Finally my family had to leave as we had hungry young children.  I am so disappointed and will never go here again.,0,Eirm5Cv1Mk4pyJfi_LprbA
364,364,732 Filbert St,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': 'no', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'NoiseLevel': 'average', 'Open24Hours': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False'}",v50-nvBCZNf7nCNbyUlQLw,"Breakfast & Brunch, Restaurants, Creperies, French",Pittsburgh,3,2007-10-02,2,"{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-16:0'}",85.0,0,0,40.4516361,-79.9333919,Crepes Parisiennes,Shadyside,15232,71,zJd6NFUk7ARsWApBUzXqVQ,4.0,PA,"Unless you've been here before, let me warn you about the ""unspoken house rules"": 

1. Order first (do not try and sit down).
2. Wait for your food while standing.
3. Find a seat (if one is available).

Under no circumstances should you sit down before placing an order. And if the place is full, don't try and sit down without food in your hands, unless you want to be made an example of.

My wife and I (who frequent restaurants several times a week) have never experienced anyone quite as rude as the woman behind the counter at this place.  We had never been here before and when we walked in, my wife sat down at a table and I went up to place our order.

Little did I know the house rules (see above) and after the people in front of me ordered, the obnoxious cashier pointed to our table and to another table (of newbies) and said to the person who just placed the order: ""you can either sit there or there"", with the tact of, say, General Patton. She never asked us to get up or explained the ""unwritten rules"" to us.  An ""excuse me, but you need to order first before you sit down"" would have sufficed.

So, my wife got up and we walked out of this place. The food could very well be good - but with waitstaff like this woman - there are plentty of other places around town with not-so crummy service that I'd prefer to spend my money.",11,AlzerMK7z84E4KU6GjPzIQ
