,level_0,address,attributes,business_id,categories,city,cool,date,funny,hours,index,is_open,label,latitude,longitude,name,neighborhood,postal_code,review_count,review_id,stars,state,text,useful,user_id
259,259,1737 E Carson St,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",OFdMlXxtkU_nUh8jJ4W6GA,"Coffee & Tea, Juice Bars & Smoothies, Food, Restaurants, Mediterranean",Pittsburgh,0,2015-11-15,0,"{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-20:0'}",259.0,1,0,40.4289742,-79.9806789,Delanie's Coffee,South Side,15203,142,GDQv6tNAQU_G9D66ABc30A,4.5,PA,Lovely little coffee shop :) It's cozy and you can get delicious coffee and simple eats. It's great!,0,EDnHstFuSg6nA5gqdcP6Ig
260,260,3765 S Gilbert Rd,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",b7XTyK_z8Nsl-uds_l6imQ,"Pizza, Italian, Restaurants, Salad",Gilbert,0,2017-02-21,0,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",260.0,1,0,33.2817211,-111.7889754,My Pie Pizza,,85297,79,xXyiq6KyJlgCbfT_xlAEjg,4.5,AZ,We love this place! So much better than the others like it. Super fresh and super delicious!,0,9t9CYqFB2dBwB3icQ67kaw
261,261,734 N McQueen Rd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",PAr8XQLgVx2bFIs7OCqPwg,"Pizza, Restaurants",Gilbert,0,2015-03-15,0,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",261.0,1,0,33.3634330871,-111.824964233,Geno's Pizza & Cheesesteaks,,85233,88,dzOTgYr3kEhqeUmeCgnb7w,2.5,AZ,DO NOT EAT HERE!!!! This place doesn't deserve a star!  Ordered a Philly and a gyro both were garbage!  Not to mention the HARD French fries we got..step your game up Geno's.. Definitely not eating here again!,0,Ho3YV44bT3kcwZcijr735w
270,270,7366 E. Shea Blvd.,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'BYOBCorkage': 'yes_free', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'Corkage': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",p-8AMN9Q0qwym-3Pdle20Q,"Mediterranean, Vegetarian, Greek, Middle Eastern, American (New), Restaurants",Scottsdale,1,2013-12-02,1,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",270.0,1,0,33.583909,-111.922234,Pita Jungle,,85260,446,NsrStite-TKzmwdkD9G4Dg,4.0,AZ,"Probably their busiest location. Quality food, but the portion sizes at their original location always seem to be bigger! Stay clear of the one in fashion square mall. Quality just isn't the same. Guess that is to be expected though...",1,CoCkuPtRB3cYZaHlAI-Vbg
272,272,"7133 E Stetson Dr, Ste 1","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': 'yes_free', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'Caters': 'False', 'Corkage': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsCounterService': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",1d6c6Q2j2jwVzBfX_dLHlg,"American (Traditional), American (New), Restaurants",Scottsdale,0,2013-12-08,0,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",272.0,1,0,33.4992151,-111.9274164,Cowboy Ciao,,85251,785,_p58Bc8R-K7jMaxRVn1Rww,4.0,AZ,I'm not really big on most if the menu but the salmon chop salad is amazing. I need that recipe!! Who can I bribe...?,0,CoCkuPtRB3cYZaHlAI-Vbg
273,273,7210 E 1st Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOBCorkage': 'yes_free', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'False', 'Corkage': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'yes', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",Xgk-d2x59qhPxOsuCKeShw,"Restaurants, Nightlife, Greek, Middle Eastern, Bars, Hookah Bars",Scottsdale,1,2013-12-08,1,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-14:0'}",273.0,1,0,33.494262,-111.9256488,Pita House,,85251,206,vN0iLPrU9SJZrfA6Sn2nvQ,2.5,AZ,"A decent substitute for Pita Jungle. Prices are a bit high for what you get compared to Pita Jungle. I have only ever gotten Togo food. I imagine it can sometimes be unpleasant to eat there. They allow Hooka smoking on patio. Even picking up my Togo food I have to brave the Hooka smell. Food is pretty good, just might wanna tweak a couple things.",1,CoCkuPtRB3cYZaHlAI-Vbg
274,274,14344 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BYOB': 'True', 'BYOBCorkage': 'no', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",eDlgbI0Qg_mmI-Osvci0gw,"Nightlife, Cocktail Bars, Restaurants, Teppanyaki, Sushi Bars, Japanese, Steakhouses, Bars",Scottsdale,0,2013-12-03,0,"{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '15:0-23:30', 'Sunday': '15:0-21:30'}",274.0,1,0,33.6164647,-111.9263989,Sapporo,,85254,593,E42SDNB-HffM5iL0J0spPQ,3.5,AZ,"Sadly this place has gone downhill since it changed ownership. The original owners did an amazing job. Now just another corporate owned restaurant, where quality gets lost... So sad. Used to be amazing...",0,CoCkuPtRB3cYZaHlAI-Vbg
278,278,6113 N Scottsdale Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': 'no', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsCounterService': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",zrDi4gEaUi64lAMfJU51dw,"American (Traditional), Steakhouses, Restaurants, American (New)",Scottsdale,0,2013-12-08,0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",278.0,1,0,33.526145,-111.925422,Houston's Restaurant,,85250,536,nIZAwo6tc0XGIPxV-m3omQ,4.0,AZ,"When the have it available, the grilled artichoke app is amazing. The filet is also consistently solid. Great char on it even though I order med rare.",0,CoCkuPtRB3cYZaHlAI-Vbg
287,287,"1340 E Broadway Rd, Ste 105","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",-IZvuqxekWEvJqDw308daQ,"Sandwiches, Breakfast & Brunch, Tacos, Salad, Restaurants, Mexican",Tempe,2,2008-09-28,2,"{'Monday': '6:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '8:0-21:0'}",287.0,1,0,33.4082978,-111.9161212,Los Favoritos Tacos Shop,,85282,183,Bx15NkkQIoxBToxmNK_sNQ,3.5,AZ,"Oh. My. Goodness.  Since I'm vegetarian, I can only get a bean and cheese burrito (yes, I know the beans are made of lard).  But I still love this place!

+ Prices are cheap!  Good, cheap Mexican food always sounds good to me.

- Location.  Kind of hidden, hard to find.

+ Horchata.  Yes, mmm, horchata.  It's really, really good here.

+ Better than Filly B's by far.  Just the right amount of beans and cheese in a warm but moist tortilla.  Heaven in a wrapper.",2,dnSBTYaCnKk_zxjAic1QEQ
290,290,"2000 E Rio Salado Pkwy, Ste 1064","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",AJ8DDFm6QaihAPZI3wFBHw,"Desserts, Coffee & Tea, Sandwiches, Food, Restaurants",Tempe,3,2008-10-08,2,"{'Monday': '9:30-21:0', 'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-22:0', 'Saturday': '9:30-22:0', 'Sunday': '10:0-20:0'}",290.0,0,0,33.4326053092,-111.904946566,Tea Infusion,,85281,100,8i_O1fMkObYPoFu8AnUuoA,3.5,AZ,"Whenever you want a refreshing drink, go to Tea Infusion.  (+ positive, - negative, -/+ neutral)

+ Comfy tables and chairs.  It's a bit like a coffee joint, a place to sit, relax, and talk with friends.

+ The tea selection is AMAZING.  I don't drink too much tea myself, but I know my friends like it.  They have fresh tea in boxes and have a very large assortment.

+ You can do so much to your drink.  Blend, ice, hot, boba.  I like to get smoothies (they also put green tea in their smoothies) with boba.  It's delicious.

- Location.  A place like this should NOT be sandwiched between stores in a crappy mall.  It would be better in a shopping center, away from Tempe Marketplace.

-/+ Food is alright.  If you're looking for a snack, good, but if you're looking for a decent sands",3,dnSBTYaCnKk_zxjAic1QEQ
294,294,1709 Murray Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",Fozo0B-y42EhRMomR0K5vQ,"Coffee & Tea, Waffles, Specialty Food, Breakfast & Brunch, Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, American (New)",Pittsburgh,0,2015-02-26,0,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",294.0,1,0,40.4377485,-79.9227951,Waffallonia,Squirrel Hill,15217,276,cvBoz0YGmK_Gh9tA5k-tcA,4.5,PA,"Read a ton of reviews about waffalonia & finally got to try it! Yay!  The waffles with ice cream are super yummy and reasonably priced!  Not a lot of seating though, but that wasn't a problem tonight!",0,dN9nRZmDCk0wk1Uya5kCRQ
296,296,12010 W Thunderbird Rd,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True'}",k8BThB11SS-DQDTl--kG8Q,"Mexican, Restaurants",El Mirage,0,2012-12-12,0,None,296.0,1,0,33.6091424,-112.3188051,La Fondita,,85335,6,Nyn08bKSdqaie9zJXdZU9g,3.0,AZ,"This is unfortunately another lackluster Mexican food place in El Mirage. It is REALLY frustrating. The food has never been bad (as in spoiled,) but the prices are high, and the quality is inconsistent. Sometimes it feels worth it, others I'm disappointed. If this were the only place nearby I'd say it's worth it, but Las Fuentes next to the Surprise theater, or any of the Humberto's taco stands easily beat this place for price and quality.",1,zbuG_wbjhyHRjlu5_YJKtg
299,299,250 W Bridge St,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",juu7S1nP5eirbeJ8-rfguw,"Gluten-Free, Restaurants, Italian, Cocktail Bars, Nightlife, Bars",West Homestead,0,2012-06-21,0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",20.0,1,0,40.4068186,-79.9169862,BRAVO! Cucina Italiana,Homestead,15120,105,nPatOrbMTZoe59hYgRHyww,3.5,PA,"On the multiple occasions that I have gone to this restaurant, I have always had a positive and very-filling experience. 

Their bread is delicious and hot. The server always brings out tons for us. I would say most of the dishes are standard Italian fare. I have not been disappointed by the Pasta Bravo, Eggplant Parm, or the side salads.

The best thing I have tried here was the Chicken Scaloppini. The chicken is covered in melted cheese and has a great lemon sauce. I would highly, highly recommend this dish.

For dessert, try the apple turnover thing with ice cream. You won't be disappointed.",0,djSJ6a9gsLSdj-7BoyNNQA
302,302,216 N Craig St,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",stD-LTFFwlmBdzU-0aBntw,"Restaurants, Pizza, Italian",Pittsburgh,0,2013-11-21,0,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",23.0,1,0,40.4506317353,-79.9510331983,Little Nipper's Pizza II,Oakland,15213,41,FfYXPbiBNqFBAEJiTVhHBw,3.0,PA,"I ordered take out from here and was happy with my order. 

I had a white pizza with spinach and it was really delicious and filling. The man who made the pizza was Italian, which adds an element of authenticity. The pizza was a far size, for a far price. 

It's a nice change from the other pizza options in Oakland.",0,djSJ6a9gsLSdj-7BoyNNQA
303,303,212 Oakland Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOBCorkage': 'no', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsCounterService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",ehaoreB8IzKY8KvRGqxcUA,"Gastropubs, Restaurants, American (Traditional)",Pittsburgh,0,2013-08-31,0,"{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}",24.0,1,0,40.4412454,-79.9566016,Fuel & Fuddle,Oakland,15213,285,CyizK6HHBNIe6vGXS2dN-Q,3.5,PA,"Having eaten here several times, I was unsure between 3 and 4 stars as some visits/meals were better than others. Pretty solid fare, bar food type. Not the best atmosphere inside - kind of dark, gets a bit loud, still enjoyable though.

Highly Recommended:
Buffalo Chicken Mac & Cheese 
Skinny Dip (Buffalo Chicken Dip with Chips)
Hog Heaven, especially because of the side horseradish sauce.
Russet/Sweet Potato Fry Mix

Average:
Rosemary's Breast
Burger
Salads (in general)

They are known for having great pizzas, but I've only ever had a bite here and there.

Half price after 11 is always super crowded.
Good happy hour beer prices.

When getting takeout, I do feel the portions are smaller.",0,djSJ6a9gsLSdj-7BoyNNQA
